button_pressed,high_stakes,initial_points,multiplier,no_bonus,points,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,False,22.0,1.0,False,2.0,,,"[u'E:D,B,A,C:F', u':D,B,A,C:F,E', u'C:D,B,A:F,E', u'C:D,B:F,E,A', u'C:D:F,E,A,B', u'C::F,E,A,B,D', u':C:F,E,A,B,D', u'D:C:F,E,A,B', u'D,C::F,E,A,B', u'D,C,B::F,E,A', u'D,C,B,A::F,E', u'D,C,B,A,E::F', u'D,C,B,A,E:F:', u'D,C,B,A:F,E:', u'D,C,B:F,E:A', u'D,C:F,E:A,B', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,260542,"[8002, 9584, 10644, 11651, 17462, 18613, 19795, 20874, 21969, 22935, 24104, 25019, 26713, 27998, 29085, 30419, 31522, 32370, 33344, 34877]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E:B,D:A,C', u'F,E,D:B:A,C', u'F,E,D,C:B:A', u'F,E,D,C::A,B', u'F,E,D:C:A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,291151,"[9482, 11120, 12039, 14220, 15762, 17431, 19293, 20340, 22184, 23270, 24548, 26386, 27145, 28183, 29524]",blockworld,16
,False,24.0,1.0,False,9.0,,,"[u'E,D::F,C,A,B', u'E:D:F,C,A,B', u':D,E:F,C,A,B', u':D,E,B:F,C,A', u'A:D,E,B:F,C', u'A,B:D,E:F,C', u'A,B,C:D,E:F', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,318613,"[7114, 8128, 9029, 10323, 11337, 12462, 17341, 18429, 20177, 21056, 22150, 23012, 23980, 25059, 26424]",blockworld,16
,False,18.0,1.0,False,4.0,,,"[u'F,E,C:B,A:D', u'F,E:B,A:D,C', u'F,E,A:B:D,C', u'F,E,A::D,C,B', u'F,E::D,C,B,A', u'F::D,C,B,A,E', u':F:D,C,B,A,E', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,344631,"[6576, 7329, 8199, 8982, 10570, 11602, 12848, 14949, 15963, 17361, 18410, 19191, 20627, 24974]",blockworld,16
,False,22.0,1.0,False,6.0,,,"[u'F:B,D,A,C,E:', u'F,E:B,D,A,C:', u'F,E,C:B,D,A:', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,371081,"[4764, 9182, 10118, 10999, 12123, 13232, 14168, 15350, 17364, 18641, 19505, 20679, 21572, 22455, 23994, 25393]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,D:B,C:E,A', u'F,D:B,C,A:E', u'F,D,E:B,C,A:', u'F,D,E:B,C:A', u'F,D,E,C:B:A', u'F,D,E,C::A,B', u'F,D,E::A,B,C', u'F,D:E:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,398472,"[7671, 9694, 10699, 12050, 13087, 14256, 15684, 16666, 19719, 20659, 21821, 22706, 23775, 24823, 26436]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u':A,C:D,B,F,E', u':A:D,B,F,E,C', u'A::D,B,F,E,C', u'A,C::D,B,F,E', u'A,C,E::D,B,F', u'A,C,E:F:D,B', u'A,C:F,E:D,B', u'A,C,B:F,E:D', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,420307,"[4439, 5382, 7603, 8807, 10191, 11541, 12786, 14256, 15566, 16645, 17531, 18499, 19553, 20759]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'E:C,A,D:F,B', u':C,A,D:F,B,E', u':C,A:F,B,E,D', u'A:C:F,B,E,D', u'A,C::F,B,E,D', u'A,C:D:F,B,E', u'A,C:D,E:F,B', u'A,C,B:D,E:F', u'A,C,B,E:D:F', u'A,C,B,E,D::F', u'A,C,B,E,D:F:', u'A,C,B,E:F:D', u'A,C,B:F,E:D', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,462716,"[17099, 18137, 19439, 21187, 25269, 26261, 27204, 28729, 30359, 31316, 32635, 34424, 35734, 37037, 38130, 39137, 41382]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'E:C:F,B,A,D', u'E,D:C:F,B,A', u'E:C,D:F,B,A', u':C,D,E:F,B,A', u'A:C,D,E:F,B', u'A,B:C,D,E:F', u'A,B:C,D:F,E', u'A,B:C:F,E,D', u'A,B,C::F,E,D', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,493851,"[6249, 12614, 13662, 14716, 15882, 18095, 19068, 20308, 21568, 23376, 24470, 25899, 26880, 27769, 28735, 30132]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,B:D,A,C,E:', u'F,B,E:D,A,C:', u'F,B,E,C:D,A:', u'F,B,E,C:D:A', u'F,B,E:D,C:A', u'F,B:D,C,E:A', u'F:D,C,E:A,B', u'F,E:D,C:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,514849,"[3076, 3907, 4960, 6248, 7143, 8332, 9196, 9985, 11223, 13149, 14265, 15314, 16728, 17551, 18517, 19977]",blockworld,16
,False,16.0,1.0,False,2.0,,,"[u'F,C,B,A::D,E', u'F,C,B::D,E,A', u'F,C::D,E,A,B', u'F::D,E,A,B,C', u':F:D,E,A,B,C', u':F,C:D,E,A,B', u':F,C,B:D,E,A', u'A:F,C,B:D,E', u'A,B:F,C:D,E', u'A,B,C:F:D,E', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,535588,"[6172, 7403, 8465, 9510, 11157, 12187, 13200, 13968, 14967, 15798, 16882, 17683, 18555, 19656]",blockworld,16
,False,21.0,1.0,False,7.0,,,"[u'F:D,A,B,C:E', u'F,E:D,A,B,C:', u'F,E,C:D,A,B:', u'F,E,C,B:D,A:', u'F,E,C,B:D:A', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,559061,"[8236, 9939, 11240, 12294, 13541, 14801, 15896, 16806, 17885, 18907, 19690, 20428, 21360, 22119]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'E:B:F,C,D,A', u':B,E:F,C,D,A', u'A:B,E:F,C,D', u'A:B:F,C,D,E', u'A,B::F,C,D,E', u'A,B:E:F,C,D', u'A,B:E,D:F,C', u'A,B,C:E,D:F', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,584134,"[4916, 6114, 7104, 8406, 13909, 14827, 15850, 16911, 18319, 19140, 20203, 21217, 21849, 22706, 24022]",blockworld,16
,False,20.0,1.0,False,3.0,,,"[u'E,B:A,D:F,C', u'E,B,C:A,D:F', u'E,B,C:A:F,D', u'E,B:A:F,D,C', u'E:A:F,D,C,B', u':A:F,D,C,B,E', u'A::F,D,C,B,E', u'A:E:F,D,C,B', u'A,B:E:F,D,C', u'A,B,C:E:F,D', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,610135,"[5873, 9266, 10728, 11661, 12653, 14004, 15416, 16471, 17374, 18731, 19849, 20680, 21694, 22454, 23134, 23949, 25035]",blockworld,16
,False,20.0,1.0,False,3.0,,,"[u'F,C,E:A:D,B', u'F,C,E:A,B:D', u'F,C,E,D:A,B:', u'F,C,E,D,B:A:', u'F,C,E,D,B::A', u'F,C,E,D::A,B', u'F,C,E:D:A,B', u'F,C:D,E:A,B', u'F:D,E:A,B,C', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,635928,"[4411, 5524, 6442, 7399, 8582, 12184, 12983, 13861, 15819, 16937, 17928, 18933, 20093, 21669, 22521, 23528, 24759]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,E,A:B,C:D', u'F,E:B,C,A:D', u'F,E,D:B,C,A:', u'F,E,D:B,C:A', u'F,E,D,C:B:A', u'F,E,D,C::A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,658622,"[7401, 8401, 9229, 10260, 11314, 12432, 13894, 15731, 16554, 17496, 18297, 19119, 20181, 21372]",blockworld,16
,False,20.0,1.0,False,5.0,,,"[u'F,C,D,A:B:E', u'F,C,D,A:B,E:', u'F,C,D:B,E:A', u'F,C,D,E:B:A', u'F,C,D,E::A,B', u'F,C,D:E:A,B', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,683808,"[4824, 5876, 7034, 7976, 11898, 12977, 13865, 15951, 17123, 18037, 19423, 20231, 21143, 22140, 24039]",blockworld,16
,False,17.0,1.0,False,3.0,,,"[u':B,D,C,A:F,E', u'A:B,D,C:F,E', u'A:B,D:F,E,C', u'A:B:F,E,C,D', u'A,B::F,E,C,D', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,703994,"[3694, 4566, 5316, 6202, 9518, 10596, 11739, 13409, 14286, 15366, 16307, 17081, 18136, 19222]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'E:D,A,B,C:F', u':D,A,B,C:F,E', u':D,A,B:F,E,C', u':D,A:F,E,C,B', u'A:D:F,E,C,B', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,726295,"[4916, 6009, 8162, 9157, 10052, 11035, 11929, 12657, 14293, 15573, 17896, 18863, 19590, 20332, 21396]",blockworld,16
,False,24.0,1.0,False,8.0,,,"[u':D,A,C,E:F,B', u':D,A,C:F,B,E', u':D,A:F,B,E,C', u'A:D:F,B,E,C', u'A:D,C:F,B,E', u'A:D,C,E:F,B', u'A,B:D,C,E:F', u'A,B:D,C:F,E', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,751550,"[8573, 9325, 10362, 12161, 12863, 14096, 15782, 16670, 17897, 18957, 19739, 20851, 21649, 22296, 23039, 24168]",blockworld,16
,False,17.0,1.0,False,3.0,,,"[u'D:B,C:F,E,A', u':B,C,D:F,E,A', u'A:B,C,D:F,E', u'A:B,C:F,E,D', u'A:B:F,E,D,C', u'A,B::F,E,D,C', u'A,B,C::F,E,D', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,769859,"[3998, 5851, 6594, 7665, 8751, 10231, 11289, 12075, 12928, 13895, 14758, 15484, 16387, 17498]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'D,B:A:F,C,E', u'D,B,E:A:F,C', u'D,B,E,C:A:F', u'D,B,E,C,F:A:', u'D,B,E,C,F::A', u'D,B,E,C:F:A', u'D,B,E:F,C:A', u'D,B:F,C,E:A', u'D:F,C,E:A,B', u'D,E:F,C:A,B', u'D,E:F:A,B,C', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,793951,"[5462, 7395, 9726, 10782, 11843, 13602, 14391, 15526, 17325, 18584, 19272, 20497, 21205, 22085, 23185]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'D:B,A:F,E,C', u':B,A:F,E,C,D', u'A:B:F,E,C,D', u'A,B::F,E,C,D', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,810782,"[4804, 5754, 6554, 7535, 8369, 9647, 10494, 11346, 12322, 12984, 13647, 14431, 15891]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,C:A,D:E,B', u'F:A,D:E,B,C', u':A,D:E,B,C,F', u':A:E,B,C,F,D', u'A::E,B,C,F,D', u'A,D::E,B,C,F', u'A,D:F:E,B,C', u'A:F,D:E,B,C', u'A:F,D,C:E,B', u'A,B:F,D,C:E', u'A,B,C:F,D:E', u'A,B,C,D:F:E', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,836613,"[6270, 7666, 8584, 9495, 11518, 12521, 14296, 15470, 17042, 18081, 19606, 20549, 22252, 22898, 23745, 24838]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F:D,B,A,C:E', u'F:D,B,A,C,E:', u':D,B,A,C,E:F', u':D,B,A,C:F,E', u':D,B,A:F,E,C', u'A:D,B:F,E,C', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,860136,"[3776, 5557, 7265, 9302, 10136, 10893, 11739, 14033, 17090, 17858, 18904, 19726, 20470, 21621, 22691]",blockworld,16
,False,20.0,1.0,False,3.0,,,"[u'F,B:C,A,D:E', u'F,B,E:C,A,D:', u'F,B,E,D:C,A:', u'F,B,E,D:C:A', u'F,B,E:C,D:A', u'F,B:C,D,E:A', u'F:C,D,E:A,B', u'F,E:C,D:A,B', u'F,E,D:C:A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,884051,"[4496, 5771, 6874, 9119, 9885, 11834, 12739, 13531, 14798, 15868, 16933, 18104, 19191, 20055, 20947, 21835, 22945]",blockworld,16
,False,24.0,1.0,False,4.0,,,"[u'D,B:A,C,E,F:', u'D,B:A,C,E:F', u'D,B:A,C:F,E', u'D:A,C,B:F,E', u'D:A,C:F,E,B', u':A,C:F,E,B,D', u':A:F,E,B,D,C', u'A::F,E,B,D,C', u'A:C:F,E,B,D', u'A:C,D:F,E,B', u'A,B:C,D:F,E', u'A,B:C:F,E,D', u'A,B,C::F,E,D', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,918699,"[3703, 5300, 14253, 16497, 17655, 18542, 19541, 20787, 21633, 22554, 23630, 24844, 25932, 26904, 27695, 28678, 29469, 30206, 31315, 33846]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u':B,D,A,C,E:F', u':B,D,A,C:F,E', u':B,D,A:F,E,C', u'A:B,D:F,E,C', u'A:B:F,E,C,D', u'A,B::F,E,C,D', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,948613,"[11225, 12167, 13038, 14029, 15362, 16745, 17749, 19882, 20938, 21992, 23078, 23789, 24460, 25506, 28873]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'D,E::F,C,B,A', u'D:E:F,C,B,A', u':E,D:F,C,B,A', u'A:E,D:F,C,B', u'A,B:E,D:F,C', u'A,B,C:E,D:F', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,967696,"[6544, 7335, 8409, 9444, 10428, 11442, 12608, 13487, 14524, 15316, 15995, 16849, 18224]",blockworld,16
,False,20.0,1.0,False,4.0,,,"[u'F,B,A,D:C:E', u'F,B,A,D:C,E:', u'F,B,A:C,E,D:', u'F,B:C,E,D:A', u'F:C,E,D:A,B', u'F,D:C,E:A,B', u'F,D,E:C:A,B', u'F,D,E::A,B,C', u'F,D:E:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,987899,"[2451, 3504, 4598, 5852, 8257, 9025, 10110, 11294, 12155, 13314, 14313, 15264, 16070, 16813, 17803, 19232]",blockworld,16
,False,0.0,0.0,True,0.0,,,"[u'F,C,A,B::E,D', u'F,C,A::E,D,B', u'F,C::E,D,B,A', u'F::E,D,B,A,C', u':F:E,D,B,A,C', u'C:F:E,D,B,A', u'C,A:F:E,D,B', u'C,A,B:F:E,D', u'C,A,B,D:F:E', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1006478,"[3214, 3917, 4754, 5538, 6609, 7510, 8631, 9603, 10395, 11569, 12870, 13702, 14636, 15426, 16386, 17505]",blockworld,16
,False,22.0,1.0,False,7.0,,,"[u'E,A:B,C:F,D', u'E,A:B,C,D:F', u'E,A:B,C,D,F:', u'E:B,C,D,F:A', u'E,F:B,C,D:A', u'E,F,D:B,C:A', u'E,F,D,C:B:A', u'E,F,D,C::A,B', u'E,F,D::A,B,C', u'E,F::A,B,C,D', u'E:F:A,B,C,D', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1025616,"[4436, 5599, 6890, 7849, 8616, 9383, 10373, 11285, 12171, 13025, 13745, 14695, 15612, 16844, 18177]",blockworld,16
,False,6.0,1.0,False,3.0,,,"[u'A,C::B', u'A:C:B', u'A:C,B:', u':C,B,A:']",,54932,"[3629, 4948, 6471]",blockworld,15
,False,0.0,0.0,True,0.0,,,"[u':A,B,D:C', u'D:A,B:C', u'D,B:A:C', u'D,B::C,A', u'D::C,A,B', u':D:C,A,B', u'B:D:C,A', u'B,A:D:C', u'B,A:D,C:', u'B:D,C,A:', u'B:D,C:A', u':D,C,B:A', u':D,C,B,A:']",,78932,"[5477, 6955, 9024, 10832, 12002, 13464, 14649, 16404, 18796, 19909, 20898, 22885]",blockworld,15
,False,22.0,1.0,False,10.0,,,"[u'E,C:B,A:D', u'E,C:B:D,A', u'E:B:D,A,C', u'E::D,A,C,B', u':E:D,A,C,B', u'B:E:D,A,C', u'B,C:E:D,A', u'B,C,A:E:D', u'B,C,A:E,D:', u'B,C:E,D:A', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,102565,"[5673, 8126, 9086, 10593, 11703, 12693, 13594, 15536, 16661, 17690, 18881, 20651]",blockworld,15
,False,20.0,1.0,False,4.0,,,"[u'E,B:A,D:F,C', u'E:A,D:F,C,B', u'E,D:A:F,C,B', u'E,D,B:A:F,C', u'E,D,B,C:A:F', u'E,D,B,C,A::F', u'E,D,B,C,A:F:', u'E,D,B,C:F:A', u'E,D,B:F:A,C', u'E,D:F:A,C,B', u'E:F:A,C,B,D', u':F,E:A,C,B,D', u':F,E,D:A,C,B', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,138011,"[9941, 12993, 14770, 16061, 17358, 18363, 19638, 22128, 23575, 24820, 25848, 27580, 28804, 30026, 31512, 33551]",blockworld,15
,False,0.0,0.0,True,0.0,,,"[u'F,C,E:A:D,B', u'F,C,E::D,B,A', u'F,C::D,B,A,E', u'F::D,B,A,E,C', u':F:D,B,A,E,C', u'C:F:D,B,A,E', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,165161,"[3728, 4652, 6061, 7217, 9939, 11574, 12534, 13465, 14957, 16099, 17366, 18511, 20987, 22426, 24031]",blockworld,15
,False,0.0,0.0,True,0.0,,,"[u'F,B:D,A,C,E:', u'F,B:D,A,C:E', u'F,B:D,A:E,C', u'F,B:D:E,C,A', u'F:D:E,C,A,B', u'F::E,C,A,B,D', u':F:E,C,A,B,D', u'D:F:E,C,A,B', u'D,B:F:E,C,A', u'D,B,A:F:E,C', u'D,B,A,C:F:E', u'D,B,A,C:F,E:', u'D,B,A:F,E:C', u'D,B:F,E:C,A', u'D:F,E:C,A,B', u':F,E,D:C,A,B', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,201747,"[4916, 6753, 7691, 8772, 12738, 14127, 16026, 17404, 18387, 19302, 20360, 21672, 22745, 23704, 24681, 25820, 27065, 30739, 32683, 34085, 35495]",blockworld,15
,False,0.0,0.0,True,0.0,,,"[u'F,E,C:B,A:D', u'F,E:B,A:D,C', u'F,E,A:B:D,C', u'F,E,A::D,C,B', u'F,E::D,C,B,A', u'F::D,C,B,A,E', u':F:D,C,B,A,E', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,229437,"[9782, 12107, 13008, 14230, 16120, 17359, 18912, 19848, 20988, 21978, 23171, 24169, 25406, 26800]",blockworld,15
,False,22.0,1.0,False,0.0,,,"[u'F:B,D,A,C,E:', u'F:B,D,A,C:E', u'F,C:B,D,A:E', u'F,C,A:B,D:E', u'F,C,A,D:B:E', u'F,C,A,D,B::E', u'F,C,A,D::E,B', u'F,C,A::E,B,D', u'F,C::E,B,D,A', u'F::E,B,D,A,C', u':F:E,B,D,A,C', u'C:F:E,B,D,A', u'C:F,A:E,B,D', u'C,D:F,A:E,B', u'C,D,B:F,A:E', u'C,D,B,A:F:E', u'C,D,B,A:F,E:', u'C,D,B:F,E:A', u'C,D:F,E:A,B', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,276710,"[13076, 15138, 15903, 16721, 17966, 19991, 20869, 21838, 23081, 24094, 26456, 28724, 29726, 30702, 32426, 35045, 36074, 36979, 38030, 41216, 42604, 43902]",blockworld,15
,False,20.0,1.0,False,5.0,,,"[u'E:C:F,B,A,D', u'E,D:C:F,B,A', u'E,D,C::F,B,A', u'E,D,C,A::F,B', u'E,D,C,A,B::F', u'E,D,C,A,B:F:', u'E,D,C,A:F:B', u'E,D,C:F:B,A', u'E,D:F:B,A,C', u'E:F:B,A,C,D', u':F,E:B,A,C,D', u':F,E,D:B,A,C', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,309224,"[9454, 10630, 12476, 13661, 15078, 18453, 20464, 21498, 23320, 24529, 26170, 27109, 28855, 30102, 31616]",blockworld,15
,False,16.0,1.0,False,0.0,,,"[u'F,C,B,A::D,E', u'F,C,B,A:E:D', u'F,C,B:E:D,A', u'F,C:E:D,A,B', u'F:E:D,A,B,C', u'F::D,A,B,C,E', u':F:D,A,B,C,E', u':F,E:D,A,B,C', u'C:F,E:D,A,B', u'C,B:F,E:D,A', u'C,B,A:F,E:D', u'C,B,A:F,E,D:', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,343244,"[12287, 15649, 16503, 17516, 19323, 20373, 21896, 23396, 24776, 25661, 26928, 28285, 29329, 30333, 31765, 33116]",blockworld,15
